player_name,placement,has_killacure24,has_Chieffelix47,has_Rook,has_MarkMadness,has_socom1880,has_Arturias13,has_clayschubiner,kills,kdRatio,score,timePlayed,headshots,executions,assists,percentTimeMoving,longestStreak,scorePerMinute,damageDone,distanceTraveled,deaths,damageTaken,damageDonePerMinute,medalXp,objectiveTeamWiped,objectiveLastStandKill,matchXp,scoreXp,totalXp,challengeXp,objectiveDestroyedVehicleMedium,teamSurvivalTime,objectiveBrDownEnemyCircle3,objectiveBrDownEnemyCircle1,objectiveBrMissionPickupTablet,bonusXp,objectiveReviver,objectiveBrKioskBuy,objectiveBrDownEnemyCircle6,gulagDeaths,gulagKills,objectiveBrCacheOpen,miscXp,match_id,match_modeId,match_mapId,match_duration,match_playerCount,match_teamCount,match_mapName
clayschubiner,6,False,True,False,False,True,False,True,1.0,0.25,1500.0,1555.0,0.0,0.0,0.0,54.40055,2.0,57.87781350482315,944.0,565392.5,4.0,792.0,36.42443729903537,30.0,,2.0,11833.0,4360.0,16348.0,0.0,,1436448.0,,1.0,5.0,0.0,,,,3.0,0.0,2.0,0.0,7543913256965420782,br_25,mp_donetsk2,1587.0,151,51,Verdansk
socom1880,6,False,True,False,False,True,False,True,1.0,1.0,3000.0,1555.0,0.0,0.0,0.0,96.327095,2.0,115.7556270096463,638.0,584188.75,1.0,149.0,24.617363344051444,15.0,,2.0,11833.0,5760.0,17608.0,0.0,,1436448.0,,1.0,5.0,0.0,,1.0,,0.0,0.0,5.0,0.0,7543913256965420782,br_25,mp_donetsk2,1587.0,151,51,Verdansk
MarkMadness,13,False,False,False,True,True,True,True,5.0,2.5,3750.0,1170.0,1.0,0.0,0.0,97.39049,3.0,192.30769230769232,1930.0,400686.5,2.0,432.0,98.97435897435898,70.0,,4.0,9437.0,4950.0,14883.0,0.0,,1063824.0,,2.0,3.0,0.0,,2.0,,0.0,1.0,4.0,0.0,2530407851520172053,br_89,mp_donetsk2,1571.0,153,40,Verdansk
Arturias13,13,False,False,False,True,True,True,True,0.0,0.0,3800.0,1210.0,0.0,0.0,0.0,62.443848,0.0,188.42975206611573,32.0,446510.88,2.0,300.0,1.586776859504132,,,,,,,,,,,,,,,,,,,,,2530407851520172053,br_89,mp_donetsk2,1571.0,153,40,Verdansk
clayschubiner,13,False,False,False,True,True,True,True,2.0,1.0,975.0,1372.0,0.0,0.0,0.0,62.00942,1.0,42.63848396501458,309.0,513619.3,2.0,514.0,13.513119533527696,0.0,,1.0,9437.0,2175.0,11667.0,0.0,,1063824.0,,2.0,3.0,0.0,,,,1.0,0.0,3.0,0.0,2530407851520172053,br_89,mp_donetsk2,1571.0,153,40,Verdansk
socom1880,13,False,False,False,True,True,True,True,3.0,1.5,5225.0,1184.0,0.0,0.0,0.0,89.236435,4.0,264.7804054054054,1267.0,500035.06,2.0,352.0,64.20608108108108,50.0,1.0,3.0,9437.0,6525.0,16235.0,0.0,,1063824.0,,3.0,3.0,0.0,,2.0,,1.0,0.0,10.0,0.0,2530407851520172053,br_89,mp_donetsk2,1571.0,153,40,Verdansk
Arturias13,7,False,False,False,False,True,True,True,0.0,0.0,2000.0,1419.0,0.0,0.0,0.0,75.485794,0.0,84.56659619450316,355.0,487408.75,3.0,452.0,15.010570824524313,,,,,,,,,,,,,,,,,,,,,17133170014100098048,br_25,mp_donetsk2,1522.0,148,50,Verdansk
clayschubiner,7,False,False,False,False,True,True,True,1.0,0.5,2600.0,1420.0,0.0,0.0,0.0,94.1704,1.0,109.85915492957747,274.0,631948.2,2.0,371.0,11.577464788732394,0.0,,,11479.0,7050.0,18632.0,0.0,,1308576.0,,,5.0,0.0,1.0,1.0,,0.0,1.0,8.0,0.0,17133170014100098048,br_25,mp_donetsk2,1522.0,148,50,Verdansk
socom1880,7,False,False,False,False,True,True,True,0.0,0.0,1775.0,1419.0,0.0,0.0,0.0,74.73841,0.0,75.05285412262157,143.0,499253.97,3.0,569.0,6.046511627906977,10.0,,,11479.0,6325.0,17829.0,0.0,,1308576.0,,,5.0,0.0,,2.0,,2.0,0.0,4.0,0.0,17133170014100098048,br_25,mp_donetsk2,1522.0,148,50,Verdansk
clayschubiner,21,False,False,False,False,True,False,True,1.0,0.5,900.0,1070.0,0.0,0.0,0.0,82.8252,1.0,50.467289719626166,215.0,333844.28,2.0,495.0,12.056074766355142,10.0,,,8554.0,3100.0,11674.0,0.0,,889776.0,,,4.0,0.0,1.0,,,0.0,1.0,2.0,0.0,10137540738068226056,br_88,mp_donetsk2,1604.0,153,76,Verdansk
socom1880,21,False,False,False,False,True,False,True,2.0,1.0,2150.0,1071.0,0.0,0.0,0.0,84.771576,1.0,120.44817927170868,778.0,400647.1,2.0,605.0,43.58543417366946,0.0,,1.0,8554.0,4250.0,12984.0,0.0,,889776.0,,1.0,4.0,0.0,,,,0.0,1.0,11.0,0.0,10137540738068226056,br_88,mp_donetsk2,1604.0,153,76,Verdansk
clayschubiner,27,False,False,False,False,False,False,True,3.0,0.5,925.0,1194.0,1.0,0.0,0.0,67.843864,3.0,46.48241206030151,1797.0,322261.3,6.0,600.0,90.30150753768845,300.0,,3.0,11250.0,925.0,24850.0,0.0,,,,,1.0,0.0,,,,,,,0.0,6275925178666298542,br_dmz_76,mp_donetsk2,1094.0,100,37,Verdansk
clayschubiner,19,False,False,False,False,False,False,True,3.0,0.5,1200.0,1003.0,3.0,0.0,0.0,63.249733,3.0,71.78464606181456,1475.0,444445.53,6.0,600.0,88.23529411764707,300.0,2.0,2.0,9593.0,1200.0,21786.0,0.0,,,,,,0.0,,,,,,,0.0,253021444348803250,br_dmz_76,mp_donetsk2,934.0,98,36,Verdansk
clayschubiner,20,False,False,False,False,False,False,True,0.0,0.0,0.0,183.0,0.0,0.0,0.0,67.46032,0.0,0.0,200.0,174637.97,0.0,0.0,65.57377049180329,0.0,,,0.0,100.0,200.0,0.0,,,,,,0.0,,,,,,,0.0,12344529467715231984,br_dmz_76,mp_donetsk2,1309.0,103,37,Verdansk
Chieffelix47,1,False,True,False,False,True,False,True,2.0,2.0,7475.0,1661.0,0.0,0.0,0.0,98.4748,3.0,270.0180614087899,1026.0,551405.6,0.0,355.0,37.062010836845275,45.0,2.0,3.0,13048.0,11845.0,26808.0,0.0,,1570000.0,,2.0,5.0,0.0,,4.0,,0.0,0.0,7.0,0.0,4930796166599964159,br_25,mp_donetsk2,1570.0,148,50,Verdansk
clayschubiner,1,False,True,False,False,True,False,True,4.0,2.0,2475.0,1662.0,0.0,0.0,0.0,91.51193,1.0,89.35018050541517,1682.0,558023.0,2.0,704.0,60.72202166064982,30.0,,1.0,13048.0,6745.0,20892.0,0.0,,1570000.0,,1.0,5.0,0.0,,1.0,,2.0,0.0,3.0,0.0,4930796166599964159,br_25,mp_donetsk2,1570.0,148,50,Verdansk
socom1880,1,False,True,False,False,True,False,True,4.0,4.0,5925.0,1662.0,0.0,0.0,0.0,95.490715,4.0,213.89891696750902,1438.0,557201.8,0.0,109.0,51.91335740072202,110.0,1.0,2.0,13048.0,10295.0,25300.0,0.0,,1570000.0,,3.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,7.0,0.0,4930796166599964159,br_25,mp_donetsk2,1570.0,148,50,Verdansk
Chieffelix47,17,False,True,False,False,True,True,True,0.0,0.0,700.0,1023.0,0.0,0.0,0.0,42.391304,0.0,41.05571847507331,400.0,248730.2,2.0,274.0,23.46041055718475,20.0,,,8289.0,1400.0,9929.0,0.0,,914928.0,,,2.0,0.0,,,,1.0,0.0,5.0,0.0,5844432169364627517,br_89,mp_donetsk2,1547.0,151,41,Verdansk
Arturias13,17,False,True,False,False,True,True,True,2.0,1.0,2625.0,1023.0,1.0,0.0,0.0,77.71739,1.0,153.95894428152494,1309.0,373949.0,2.0,575.0,76.77419354838709,,,,,,,,,,,,,,,,,,,,,5844432169364627517,br_89,mp_donetsk2,1547.0,151,41,Verdansk
clayschubiner,17,False,True,False,False,True,True,True,2.0,1.0,950.0,1023.0,0.0,0.0,0.0,40.217392,2.0,55.71847507331378,568.0,231514.45,2.0,314.0,33.313782991202345,15.0,,2.0,8289.0,1450.0,10319.0,0.0,,914928.0,,2.0,2.0,0.0,,,,1.0,0.0,1.0,0.0,5844432169364627517,br_89,mp_donetsk2,1547.0,151,41,Verdansk
socom1880,17,False,True,False,False,True,True,True,1.0,0.3333333333333333,1000.0,1023.0,0.0,0.0,0.0,36.95652,1.0,58.65102639296188,287.0,178535.9,3.0,549.0,16.832844574780058,0.0,1.0,,8289.0,1500.0,10139.0,0.0,,914928.0,,1.0,2.0,0.0,,,,2.0,0.0,3.0,0.0,5844432169364627517,br_89,mp_donetsk2,1547.0,151,41,Verdansk
MarkMadness,2,False,False,False,True,True,True,True,5.0,1.6666666666666667,5975.0,1683.0,1.0,0.0,0.0,87.638985,3.0,213.01247771836006,1554.0,604740.3,3.0,815.0,55.401069518716575,20.0,1.0,3.0,13206.0,12815.0,28498.0,0.0,,1545600.0,,1.0,6.0,0.0,,3.0,1.0,1.0,1.0,7.0,0.0,7163545025192443037,br_89,mp_donetsk2,1591.0,152,39,Verdansk
Arturias13,2,False,False,False,True,True,True,True,2.0,1.0,5725.0,1681.0,0.0,0.0,0.0,86.98496,1.0,204.3426531826294,1029.0,628173.94,2.0,688.0,36.72813801308745,,,,,,,,,,,,,,,,,,,,,7163545025192443037,br_89,mp_donetsk2,1591.0,152,39,Verdansk
clayschubiner,2,False,False,False,True,True,True,True,6.0,2.0,10600.0,1682.0,0.0,0.0,0.0,91.23611,4.0,378.12128418549344,2228.0,514121.78,3.0,816.0,79.47681331747918,65.0,2.0,2.0,13206.0,17440.0,33516.0,0.0,,1545600.0,1.0,,6.0,0.0,1.0,7.0,1.0,2.0,0.0,2.0,0.0,7163545025192443037,br_89,mp_donetsk2,1591.0,152,39,Verdansk
socom1880,2,False,False,False,True,True,True,True,3.0,3.0,6850.0,1682.0,0.0,0.0,0.0,86.98496,3.0,244.35196195005946,1298.0,582777.5,1.0,510.0,46.30202140309156,10.0,1.0,2.0,13206.0,13690.0,28340.0,0.0,,1545600.0,,2.0,6.0,0.0,,6.0,,0.0,0.0,3.0,0.0,7163545025192443037,br_89,mp_donetsk2,1591.0,152,39,Verdansk
MarkMadness,5,False,False,False,True,True,True,True,2.0,1.0,5375.0,1339.0,0.0,0.0,0.0,99.120705,2.0,240.85138162808067,402.0,607667.6,2.0,342.0,18.0134428678118,10.0,,1.0,11318.0,9825.0,22322.0,0.0,,1255488.0,1.0,,5.0,0.0,,3.0,,0.0,1.0,2.0,0.0,10707400110089136387,br_89,mp_donetsk2,1550.0,153,39,Verdansk
Arturias13,5,False,False,False,True,True,True,True,0.0,0.0,1800.0,1339.0,0.0,0.0,0.0,63.54916,0.0,80.6572068707991,62.0,498183.44,2.0,447.0,2.7781926811053026,,,,,,,,,,,,,,,,,,,,,10707400110089136387,br_89,mp_donetsk2,1550.0,153,39,Verdansk
clayschubiner,5,False,False,False,True,True,True,True,1.0,0.5,1950.0,1340.0,0.0,0.0,0.0,60.751404,1.0,87.3134328358209,106.0,418539.34,2.0,426.0,4.746268656716418,0.0,,,11318.0,6400.0,17968.0,0.0,,1255488.0,,,5.0,0.0,,1.0,,0.0,1.0,2.0,0.0,10707400110089136387,br_89,mp_donetsk2,1550.0,153,39,Verdansk
socom1880,5,False,False,False,True,True,True,True,1.0,0.5,3500.0,1339.0,0.0,0.0,0.0,65.14788,1.0,156.8334578043316,758.0,493181.75,2.0,354.0,33.96564600448096,0.0,,1.0,11318.0,7950.0,19688.0,0.0,,1255488.0,,2.0,5.0,0.0,,3.0,,1.0,0.0,4.0,0.0,10707400110089136387,br_89,mp_donetsk2,1550.0,153,39,Verdansk
clayschubiner,4,True,False,False,False,True,False,True,1.0,0.3333333333333333,4725.0,1514.0,0.0,0.0,0.0,90.58989,1.0,187.25231175693528,518.0,584286.5,3.0,847.0,20.528401585204755,15.0,,1.0,12106.0,7925.0,20686.0,0.0,,1431984.0,,,5.0,0.0,,3.0,,1.0,1.0,2.0,0.0,17728352526687718588,br_25,mp_donetsk2,1604.0,148,50,Verdansk
killacure24,4,True,False,False,False,True,False,True,9.0,9.0,7150.0,1513.0,1.0,0.0,0.0,97.612366,7.0,283.5426305353602,3203.0,515486.75,1.0,576.0,127.01916721744878,290.0,2.0,5.0,12106.0,10550.0,26410.0,0.0,,1431984.0,,8.0,5.0,0.0,,4.0,,0.0,0.0,6.0,0.0,17728352526687718588,br_25,mp_donetsk2,1604.0,148,50,Verdansk
socom1880,4,True,False,False,False,True,False,True,3.0,1.0,3950.0,1514.0,0.0,0.0,0.0,79.70506,2.0,156.53896961690884,1314.0,571103.4,3.0,926.0,52.07397622192866,40.0,,2.0,12106.0,7350.0,20746.0,0.0,,1431984.0,,3.0,5.0,0.0,,1.0,,1.0,1.0,4.0,0.0,17728352526687718588,br_25,mp_donetsk2,1604.0,148,50,Verdansk
clayschubiner,15,True,False,False,False,True,False,True,1.0,0.25,1075.0,1014.0,0.0,0.0,0.0,80.645164,1.0,63.6094674556213,260.0,478282.66,4.0,1130.0,15.384615384615385,15.0,,1.0,8866.0,6425.0,15666.0,0.0,,935904.0,,1.0,5.0,0.0,1.0,,,3.0,0.0,2.0,0.0,9289213665619119591,br_25,mp_donetsk2,1566.0,147,50,Verdansk
killacure24,15,True,False,False,False,True,False,True,3.0,1.5,7650.0,1013.0,0.0,0.0,0.0,91.935486,3.0,453.1095755182626,1277.0,427335.88,2.0,361.0,75.63672260612044,0.0,1.0,2.0,8866.0,13150.0,23246.0,0.0,,935904.0,,4.0,5.0,0.0,1.0,4.0,,1.0,0.0,8.0,0.0,9289213665619119591,br_25,mp_donetsk2,1566.0,147,50,Verdansk
socom1880,15,True,False,False,False,True,False,True,1.0,0.3333333333333333,4950.0,1013.0,0.0,0.0,0.0,94.62366,1.0,293.18854886475816,1122.0,609450.1,3.0,1000.0,66.45607107601185,10.0,,,8866.0,10300.0,19540.0,0.0,,935904.0,,,5.0,0.0,,2.0,,1.0,1.0,12.0,0.0,9289213665619119591,br_25,mp_donetsk2,1566.0,147,50,Verdansk
clayschubiner,36,True,False,False,False,True,False,True,1.0,0.5,1325.0,541.0,0.0,0.0,0.0,94.82758,2.0,146.95009242144178,717.0,388150.88,2.0,232.0,79.51940850277263,10.0,1.0,1.0,3965.0,3425.0,7985.0,0.0,,460080.0,,1.0,3.0,0.0,1.0,,,1.0,0.0,,0.0,3965169688839608872,br_25,mp_donetsk2,1595.0,147,50,Verdansk
killacure24,36,True,False,False,False,True,False,True,2.0,1.0,875.0,541.0,0.0,0.0,0.0,89.43965,1.0,97.04251386321627,667.0,362680.88,2.0,410.0,73.97412199630314,20.0,,1.0,3965.0,3175.0,7905.0,0.0,,460080.0,,1.0,3.0,0.0,,,,0.0,1.0,,0.0,3965169688839608872,br_25,mp_donetsk2,1595.0,147,50,Verdansk
socom1880,36,True,False,False,False,True,False,True,2.0,1.0,925.0,541.0,0.0,0.0,0.0,92.67242,1.0,102.58780036968577,755.0,355554.53,2.0,439.0,83.73382624768945,15.0,,1.0,3965.0,3025.0,7295.0,0.0,,460080.0,,3.0,3.0,0.0,,,,1.0,0.0,2.0,0.0,3965169688839608872,br_25,mp_donetsk2,1595.0,147,50,Verdansk
clayschubiner,33,False,False,False,False,True,False,True,1.0,0.5,475.0,610.0,0.0,0.0,0.0,85.38899,1.0,46.721311475409834,239.0,412794.62,2.0,534.0,23.508196721311478,0.0,,,4677.0,1675.0,6627.0,0.0,,531072.0,,,2.0,0.0,,,,0.0,1.0,,0.0,2445516691496395880,br_25,mp_donetsk2,1599.0,153,51,Verdansk
bsveum,33,False,False,False,False,True,False,True,0.0,0.0,1450.0,609.0,0.0,0.0,0.0,83.49146,0.0,142.85714285714286,245.0,312360.22,2.0,515.0,24.137931034482758,,,,,,,,,,,,,,,,,,,,,2445516691496395880,br_25,mp_donetsk2,1599.0,153,51,Verdansk
socom1880,33,False,False,False,False,True,False,True,1.0,0.5,3250.0,609.0,0.0,0.0,0.0,89.18406,2.0,320.1970443349754,515.0,309641.94,2.0,172.0,50.73891625615764,0.0,,2.0,4677.0,4450.0,9777.0,0.0,,531072.0,,2.0,2.0,0.0,1.0,1.0,,1.0,0.0,2.0,0.0,2445516691496395880,br_25,mp_donetsk2,1599.0,153,51,Verdansk
clayschubiner,47,False,False,False,False,True,False,True,1.0,0.5,425.0,326.0,0.0,0.0,0.0,79.26829,1.0,78.22085889570552,0.0,235518.69,2.0,200.0,0.0,10.0,,1.0,1689.0,525.0,2609.0,0.0,,248112.0,,1.0,1.0,0.0,,,,1.0,0.0,,0.0,3543507949438576829,br_25,mp_donetsk2,1571.0,150,51,Verdansk
bsveum,47,False,False,False,False,True,False,True,1.0,0.5,350.0,325.0,0.0,0.0,0.0,89.43089,1.0,64.61538461538461,100.0,244567.14,2.0,385.0,18.46153846153846,,,,,,,,,,,,,,,,,,,,,3543507949438576829,br_25,mp_donetsk2,1571.0,150,51,Verdansk
socom1880,47,False,False,False,False,True,False,True,1.0,0.5,350.0,326.0,0.0,0.0,0.0,95.52845,1.0,64.41717791411043,312.0,243023.61,2.0,448.0,57.42331288343558,20.0,,,1689.0,550.0,2729.0,0.0,,248112.0,,,1.0,0.0,,,,0.0,1.0,,0.0,3543507949438576829,br_25,mp_donetsk2,1571.0,150,51,Verdansk
clayschubiner,24,False,False,False,False,True,False,True,1.0,0.5,825.0,834.0,0.0,0.0,0.0,95.65807,1.0,59.352517985611506,856.0,387072.28,2.0,482.0,61.58273381294964,20.0,,1.0,6786.0,3125.0,10536.0,0.0,,737088.0,,1.0,3.0,0.0,,,,1.0,0.0,2.0,0.0,7823562507895329257,br_25,mp_donetsk2,1590.0,153,50,Verdansk
bsveum,24,False,False,False,False,True,False,True,2.0,1.0,8225.0,834.0,0.0,0.0,0.0,86.16011,2.0,591.726618705036,472.0,378125.75,2.0,488.0,33.9568345323741,,,,,,,,,,,,,,,,,,,,,7823562507895329257,br_25,mp_donetsk2,1590.0,153,50,Verdansk
socom1880,24,False,False,False,False,True,False,True,3.0,1.5,2225.0,833.0,1.0,0.0,0.0,88.19539,4.0,160.2641056422569,1177.0,387486.4,2.0,342.0,84.77791116446579,20.0,1.0,3.0,6786.0,4325.0,12454.0,0.0,,737088.0,,3.0,3.0,0.0,,,,1.0,0.0,5.0,0.0,7823562507895329257,br_25,mp_donetsk2,1590.0,153,50,Verdansk
MarkMadness,2,True,False,False,True,True,False,True,3.0,1.5,9050.0,1683.0,0.0,0.0,0.0,90.99741,3.0,322.6381461675579,1039.0,565209.94,2.0,601.0,37.040998217468804,20.0,,2.0,13265.0,16090.0,31477.0,0.0,,1560912.0,,,7.0,0.0,3.0,7.0,,0.0,1.0,9.0,0.0,8280459403897869224,br_89,mp_donetsk2,1615.0,152,41,Verdansk
clayschubiner,2,True,False,False,True,True,False,True,1.0,0.3333333333333333,5650.0,1672.0,0.0,0.0,0.0,94.55959,1.0,202.7511961722488,1190.0,586608.75,3.0,1119.0,42.70334928229665,10.0,,2.0,13265.0,12690.0,27139.0,0.0,,1560912.0,,1.0,7.0,0.0,1.0,4.0,,2.0,0.0,7.0,0.0,8280459403897869224,br_89,mp_donetsk2,1615.0,152,41,Verdansk
killacure24,2,True,False,False,True,True,False,True,0.0,0.0,5325.0,1683.0,0.0,0.0,0.0,85.35784,0.0,189.83957219251337,487.0,544772.9,3.0,650.0,17.36185383244207,30.0,,,13265.0,12565.0,26125.0,0.0,,1560912.0,,,7.0,0.0,,3.0,,2.0,0.0,6.0,0.0,8280459403897869224,br_89,mp_donetsk2,1615.0,152,41,Verdansk
socom1880,2,True,False,False,True,True,False,True,2.0,2.0,9950.0,1683.0,0.0,0.0,0.0,97.15026,1.0,354.7237076648841,1215.0,550612.56,1.0,464.0,43.31550802139037,10.0,1.0,,13265.0,16990.0,31363.0,0.0,,1560912.0,,1.0,7.0,0.0,4.0,6.0,1.0,0.0,0.0,16.0,0.0,8280459403897869224,br_89,mp_donetsk2,1615.0,152,41,Verdansk
Arturias13,44,True,False,False,False,False,True,True,1.0,0.5,50.0,277.0,0.0,0.0,0.0,82.90156,0.0,10.830324909747294,317.0,258726.4,2.0,212.0,68.66425992779784,,,,,,,,,,,,,,,,,,,,,13940850041304441632,br_25,mp_donetsk2,1569.0,145,49,Verdansk
clayschubiner,44,True,False,False,False,False,True,True,1.0,1.0,250.0,277.0,1.0,0.0,0.0,75.12954,1.0,54.15162454873646,139.0,307819.53,1.0,131.0,30.108303249097474,20.0,,,1643.0,350.0,2383.0,0.0,,199200.0,,,,0.0,,,,0.0,1.0,,0.0,13940850041304441632,br_25,mp_donetsk2,1569.0,145,49,Verdansk
killacure24,44,True,False,False,False,False,True,True,1.0,0.5,325.0,277.0,0.0,0.0,0.0,90.67358,1.0,70.3971119133574,346.0,241963.25,2.0,204.0,74.94584837545128,55.0,,1.0,1642.0,625.0,2952.0,0.0,,199200.0,,1.0,,0.0,,,,1.0,0.0,,0.0,13940850041304441632,br_25,mp_donetsk2,1569.0,145,49,Verdansk
Arturias13,1,True,False,False,False,True,True,True,5.0,5.0,7525.0,1719.0,0.0,0.0,0.0,92.43697,4.0,262.65270506108203,1091.0,480905.97,0.0,38.0,38.08027923211169,,,,,,,,,,,,,,,,,,,,,3840363277712009967,br_89,mp_donetsk2,1618.0,152,40,Verdansk
